country_standard,year,median_age,aged_65_older,gdp_per_capita,eiu_overall_score,eiu_electoral,eiu_gov_func,eiu_pol_part,eiu_pol_culture,eiu_civil_liberties,eiu_score_change,eiu_regime_type,ogp_2019_considerations_transparency,ogp_participating,ogp_2019_considerations_text,pub_health_exp_percent_gdp,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,new_vaccinations_smoothed_per_million,stringency_index,population,population_density,aged_70_older,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,cum_eoy_total_cases,cum_eoy_total_deaths,cum_eoy_total_cases_per_million,cum_eoy_total_deaths_per_million,cum_eoy_total_tests,cum_eoy_total_tests_per_thousand,cum_eoy_total_vaccinations,cum_eoy_people_vaccinated,cum_eoy_people_fully_vaccinated,cum_eoy_total_vaccinations_per_hundred,cum_eoy_people_vaccinated_per_hundred,cum_eoy_people_fully_vaccinated_per_hundred,annual_total_cases,annual_total_deaths,annual_total_cases_per_million,annual_total_deaths_per_million,annual_total_tests,annual_total_tests_per_thousand,annual_total_vaccinations,annual_people_vaccinated,annual_people_fully_vaccinated,annual_total_vaccinations_per_hundred,annual_people_vaccinated_per_hundred,annual_people_fully_vaccinated_per_hundred,cum_total_cases,cum_total_deaths,cum_total_cases_per_million,cum_total_deaths_per_million,cum_total_tests,cum_total_tests_per_thousand,cum_total_vaccinations,cum_people_vaccinated,cum_people_fully_vaccinated,cum_total_vaccinations_per_hundred,cum_people_vaccinated_per_hundred,cum_people_fully_vaccinated_per_hundred,cpi_score,wgi_voice_and_accountability,wgi_control_of_corruption,wgi_govt_effective,vdem_v2x_libdem,vdem_v2x_partipdem,vdem_v2x_cspart,pandem,panback,fh_global_freedom_score,code.y,percap_domestic_health_expenditure,gdp,gini_2020,afr_int_citizens_can_access_the_results_,afr_int_citizens_have_a_right_to_request,afr_int_citizen_requests_for_public_info,afr_int_citizens_can_access_legislative_,afr_int_senior_officials_of_the_three_br,afr_int_political_parties_are_required_t,afr_int_corruption_is_criminalized_as_a_,afr_int_the_body_bodies_that_investigate,afr_int_civil_servants_who_report_cases_,afr_int_there_is_an_independent_body_bod,afr_int_iso_code,post_covid
Greece,2020,45.3,20.396,24574.382,73.89999999999999,95.8,52.1,61.1,75,85.3,-0.4,Flawed democracy,NA,0,NA,NA,25733.74193548387,447.9032258064516,447.34330163934425,704.4324324324324,16.344594594594593,15.313344262295082,2468.9248838709677,42.97234193548387,42.918645901639344,67.58408783783784,1.5681925675675676,1.4692196721311475,1.108839590443686,NA,NA,NA,NA,62.245790697674416,5.971906976744186,NA,NA,11924.556910569107,1005218.9107806692,96.44187360594796,1.1440528455284553,11128.05723905724,1.0676632996632998,0.03114141414141414,115.72323232323232,1396.25,1396.25,NA,630.6666666666666,633,0.0125,0.0125,NA,60.666666666666664,62.09178343949045,10423056,83.479,14.524,1.5,175.695,4.55,35.3,52,NA,4.21,82.24,0.888,138850,4838,13321.429,464.163,3382488,324.52,2339,2339,NA,0.02,0.02,NA,138850,4838,13321.429,464.163,3382488,324.52,2339,2339,NA,0.02,0.02,NA,172824,6152,16580.934,590.23,4694239,450.371,554745,386049,168696,5.32,3.7,1.62,50,NA,NA,NA,NA,NA,NA,0.35,0.2055368,NA,NA,NA,NA,0.654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
Grenada,2020,29.4,7.304,13593.877,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,29.143859649122806,0.4456140350877193,0.423525,NA,NA,0,259.0127157894737,3.960326315789474,3.7635785714285714,NA,NA,0,0.17545454545454545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112519,317.132,5.021,NA,243.964,10.71,NA,NA,NA,3.7,72.4,0.779,127,NA,1128.698,NA,NA,NA,NA,NA,NA,NA,NA,NA,127,NA,1128.698,NA,NA,NA,NA,NA,NA,NA,NA,NA,148,1,1315.333,8.887,NA,NA,NA,NA,NA,NA,NA,NA,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
Guatemala,2020,22.9,4.694,7423.808,49.699999999999996,69.2,39.300000000000004,50,31.299999999999997,58.8,-2.9,Hybrid regime,NA,0,NA,NA,56344.98976109215,471.03071672354946,472.44544097222223,2018.1477663230241,16.539518900343644,16.594753472222223,3145.0296655290103,26.29169965870307,26.37070486111111,112.6477147766323,0.9232096219931272,0.9262847222222222,1.1187169811320754,NA,NA,NA,NA,NA,NA,NA,NA,2042.5540983606556,205545.6393442623,11.47304918032787,0.11399344262295082,1965.3301282051282,0.10971474358974359,0.215625,6.195138888888889,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.74981191222571,17915567,157.834,3.016,8.7,155.898,10.18,NA,NA,76.665,0.6,74.3,0.663,138012,4813,7703.468,268.649,622979,34.773,NA,NA,NA,NA,NA,NA,138012,4813,7703.468,268.649,622979,34.773,NA,NA,NA,NA,NA,NA,167383,6150,9342.88,343.277,850610,47.479,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,0.25,0.2072928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
Guinea,2020,19,3.135,1998.926,30.8,35,4.3,44.400000000000006,43.8,26.5,-0.6,Authoritarian,NA,0,NA,NA,7294.309523809524,46.673469387755105,47.338626297577854,49.39463601532567,0.3103448275862069,0.277401384083045,555.4271530612245,3.553986394557823,3.60460553633218,3.761191570881226,0.023586206896551724,0.021290657439446366,1.0723985239852398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.60173469387755,13132792,51.755,1.733,35.3,336.717,2.42,NA,NA,17.45,0.3,61.6,0.477,13722,81,1044.865,6.168,NA,NA,NA,NA,NA,NA,NA,NA,13722,81,1044.865,6.168,NA,NA,NA,NA,NA,NA,NA,NA,14967,85,1139.666,6.472,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,0.25,0.0830664,NA,NA,NA,NA,0.741,50,NA,25,25,NA,NA,NA,0,NA,NA,GIN,TRUE
Guinea-Bissau,2020,19.4,3.002,1548.675,26.299999999999997,49.2,0,27.799999999999997,31.299999999999997,23.5,-0,Authoritarian,NA,0,NA,NA,1726.8900709219859,8.695035460992909,8.836527075812274,29.652,0.18,0.16250180505415163,877.4857304964539,4.418216312056738,4.4901371841155235,15.067032,0.091452,0.08264981949458483,0.5329268292682927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1967998,66.191,1.565,67.1,382.474,2.42,NA,NA,6.403,NA,58.32,0.48,2452,45,1245.936,22.866,NA,NA,NA,NA,NA,NA,NA,NA,2452,45,1245.936,22.866,NA,NA,NA,NA,NA,NA,NA,NA,2924,46,1485.774,23.374,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.712,0,NA,0,0,NA,NA,NA,25,NA,NA,GNB,TRUE
Guyana,2020,26.3,5.305,7435.047,60.099999999999994,65,53.6,61.1,50,70.6,-1.4,Flawed democracy,NA,0,NA,NA,1860.0271186440677,21.464406779661015,21.72906206896552,55.53559322033898,0.5559322033898305,0.5611551724137931,2364.76493220339,27.28897288135593,27.62547931034483,70.60571864406779,0.7067627118644068,0.7133344827586207,0.996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.80935593220339,786559,3.952,2.837,NA,373.159,11.62,NA,NA,77.159,1.6,69.91,0.682,6332,164,8050.254,208.503,NA,NA,NA,NA,NA,NA,NA,NA,6332,164,8050.254,208.503,NA,NA,NA,NA,NA,NA,NA,NA,8232,186,10465.839,236.473,NA,NA,NA,NA,NA,NA,NA,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
Haiti,2020,24.3,4.8,1653.173,42.199999999999996,47.5,17.1,27.799999999999997,62.5,55.9,-3.5,Hybrid regime,NA,0,NA,NA,5909.376306620209,34.8397212543554,35.17578723404255,151.25650557620818,0.8773234200743495,0.8353829787234043,518.2512090592335,3.0554355400696864,3.0849113475177306,13.265104089219331,0.07694052044609666,0.07336170212765958,1.0749377593360996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.13557491289198,11402533,398.448,2.954,23.5,430.548,6.65,2.9,23.1,22.863,0.7,64,0.51,9999,236,876.91,20.697,NA,NA,NA,NA,NA,NA,NA,NA,9999,236,876.91,20.697,NA,NA,NA,NA,NA,NA,NA,NA,12143,247,1064.939,21.662,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,0.35,0.2546306,NA,NA,NA,NA,0.801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
Honduras,2020,24.9,4.652,4541.795,53.6,78.3,42.9,44.400000000000006,43.8,58.8,-0.6,Hybrid regime,NA,0,NA,NA,48689.47297297297,411.5777027027027,412.47223711340206,1468.4270462633451,11.138790035587188,10.608257731958762,4915.840483108108,41.5541722972973,41.644491408934705,148.2569537366548,1.1246761565836298,1.0710240549828178,1.1388808664259928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.4039527027027,9904608,82.805,2.883,16,240.208,7.21,2,NA,84.169,0.7,75.27,0.634,121827,3130,12300.032,316.015,NA,NA,NA,NA,NA,NA,NA,NA,121827,3130,12300.032,316.015,NA,NA,NA,NA,NA,NA,NA,NA,160983,3893,16253.344,393.049,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,0.25,0.156975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
Hong Kong SAR China,2020,44.8,16.303,56054.92,55.7,31.7,36.4,50,75,85.3,-4.5,Hybrid regime,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1933814.0714285714,257.9455,NA,34778.236363636366,4.638945454545454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.433098591549296,7496988,7039.714,10.158,NA,NA,8.33,NA,NA,NA,NA,84.86,0.949,NA,NA,NA,NA,5755315,767.684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5755315,767.684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7089664,945.668,NA,NA,NA,NA,NA,NA,77,NA,NA,NA,NA,NA,NA,0.15,0.113985,NA,NA,NA,NA,0.777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
Hungary,2020,43.4,18.577,26777.561,65.6,83.3,64.3,50,62.5,67.6,-0.7,Flawed democracy,NA,0,NA,NA,51356.82178217822,1064.4026402640263,1065.1322986577181,1549.5650684931506,32.66095890410959,30.800593959731543,5316.248577557756,110.1826402640264,110.25812751677853,160.40462328767123,3.3810034246575342,3.1883926174496646,1.146421052631579,NA,NA,2071.875968992248,214.47211240310077,NA,NA,NA,NA,7423.423333333333,599211.67,62.02796,0.7684233333333333,7452.350340136054,0.7714761904761904,0.07413945578231293,92.02517006802721,3113.5,NA,NA,1338.6666666666667,1351.3333333333333,0.0325,NA,NA,140.33333333333334,58.412013201320136,9660350,108.043,11.976,0.5,278.296,7.55,26.8,34.8,NA,7.02,76.88,0.854,322514,9537,33385.333,987.231,2227027,230.533,5110,NA,NA,0.05,NA,NA,322514,9537,33385.333,987.231,2227027,230.533,5110,NA,NA,0.05,NA,NA,388799,13752,40246.885,1423.551,2937621,304.091,465636,336297,129339,4.82,3.48,1.34,44,NA,NA,NA,NA,NA,NA,0.3,0.2243696,NA,NA,NA,NA,0.663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
Iceland,2020,37.3,14.431,46482.958,93.69999999999999,100,85.7,88.9,100,94.1,-2.1,Full democracy,NA,0,NA,NA,2622.9155844155844,18.681818181818183,18.85763696369637,12.818181818181818,0.10139860139860139,0.09385478547854785,7686.199522727273,54.745217532467535,55.26040594059406,37.562370629370626,0.29711888111888113,0.274990099009901,0.9765986394557823,1.7633928571428572,5.167428571428571,15.481203007518797,45.36608646616541,NA,NA,10.739941176470587,31.472117647058823,781.2977346278317,100102.25566343042,293.3399417475728,2.2895404530744337,790.8907284768212,2.3176192052980134,0.02054635761589404,281.2990033222591,4875,4875,NA,NA,63,1.43,1.43,NA,185,44.764368932038835,341250,3.404,9.207,0.2,117.992,5.31,14.3,15.2,NA,2.91,82.99,0.949,5754,29,16861.538,84.982,241421,707.461,4875,4875,NA,1.43,1.43,NA,5754,29,16861.538,84.982,241421,707.461,4875,4875,NA,1.43,1.43,NA,6039,29,17696.703,84.982,271911,796.809,19844,14087,5757,5.82,4.13,1.69,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
India,2020,28.2,5.989,6426.674,66.10000000000001,86.7,71.39999999999999,66.7,50,55.9,-2.9,Flawed democracy,NA,0,NA,NA,3217389.3264094954,30464.908011869436,30794.894159638556,58011.29054054054,502.4932432432432,446.1850481927711,2331.434112759644,22.07594362017804,22.315084337349397,42.03700675675675,0.364125,0.32329518072289154,1.194178082191781,NA,NA,NA,NA,NA,NA,NA,NA,620352.9671532847,52224266.02135231,37.843551601423485,0.44954744525547446,588893.2961672473,0.42672473867595817,0.0631219512195122,19.17560975609756,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.81931750741839,1380004385,450.419,3.414,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645,10266674,148738,7439.595,107.781,172049274,124.673,NA,NA,NA,NA,NA,NA,10266674,148738,7439.595,107.781,172049274,124.673,NA,NA,NA,NA,NA,NA,10925710,155813,7917.156,112.908,206716634,149.794,8720822,NA,NA,0.63,NA,NA,40,NA,NA,NA,NA,NA,NA,0.6,0.4167072,NA,NA,NA,NA,0.832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
Indonesia,2020,29.3,5.319,11188.744,63,79.2,75,61.1,43.8,55.9,-1.8,Flawed democracy,NA,0,NA,NA,198602.37704918033,2436.7147540983606,2402.3571266666668,7259.064189189189,74.79054054054055,71.57857666666666,726.0885770491803,8.908606557377048,8.78303,26.539077702702702,0.27342905405405404,0.2616966666666667,1.153848797250859,NA,NA,NA,NA,NA,NA,NA,NA,17300.41739130435,1408114.9249011858,5.148094861660079,0.06321304347826087,16813.514084507042,0.06146478873239437,0.14944366197183098,7.130633802816901,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.38619672131148,273523621,145.725,3.053,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,743198,22138,2717.125,80.936,4912745,17.961,NA,NA,NA,NA,NA,NA,743198,22138,2717.125,80.936,4912745,17.961,NA,NA,NA,NA,NA,NA,1223930,33367,4474.678,121.989,6676123,24.408,1578720,1096095,482625,0.58,0.4,0.18,37,NA,NA,NA,NA,NA,NA,0.2,0.183306933333333,NA,NA,NA,NA,0.833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
Iran,2020,32.4,5.44,19082.62,22,0,25,38.9,31.299999999999997,14.7,-1.8,Authoritarian,NA,0,NA,NA,371942.6214511041,3864.801261829653,3867.8040192307694,19628.47003154574,174.20504731861197,175.71614743589743,4428.2598738170345,46.01339432176656,46.04915384615384,233.69186119873817,2.0740315457413248,2.092022435897436,1.15126213592233,NA,NA,NA,NA,NA,NA,NA,NA,26090.28481012658,2825097.7330097086,33.63494660194175,0.31064556962025314,27425.435606060608,0.3265227272727273,0.14347348484848485,8.179924242424242,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.17646687697161,83992953,49.831,3.182,0.2,270.308,9.59,0.8,21.1,NA,1.5,76.68,0.783,1225142,55223,14586.247,657.472,7620667,90.73,NA,NA,NA,NA,NA,NA,1225142,55223,14586.247,657.472,7620667,90.73,NA,NA,NA,NA,NA,NA,1526023,59028,18168.465,702.773,10105080,120.309,3000,3000,NA,0,0,NA,25,NA,NA,NA,NA,NA,NA,0.25,0.0903936,NA,NA,NA,NA,0.705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
Iraq,2020,20,3.186,15663.986,36.2,52.5,0,66.7,50,11.799999999999999,-1.2,Authoritarian,NA,0,NA,NA,207111.47115384616,1907.9839743589744,1930.2465993485341,5356.528052805281,42.28712871287129,41.653798045602606,5149.144253205128,47.435740384615386,47.989205211726386,133.1724290429043,1.0513630363036304,1.0356221498371336,1.1143003412969283,NA,NA,NA,NA,NA,NA,NA,NA,16508.12,1667049.259414226,41.44567782426778,0.41042222222222224,16822.637404580153,0.41827099236641224,0.12565648854961833,17.529007633587785,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.64961538461539,40222503,88.125,1.957,2.5,218.612,8.83,NA,NA,94.576,1.4,70.6,0.674,595291,12813,14799.949,318.553,4511833,112.172,NA,NA,NA,NA,NA,NA,595291,12813,14799.949,318.553,4511833,112.172,NA,NA,NA,NA,NA,NA,646650,13185,16076.821,327.802,6231015,154.914,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,0.15,0.10944,NA,NA,NA,NA,0.633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
Ireland,2020,38.7,13.928,67335.293,90.5,100,78.60000000000001,83.3,93.80000000000001,97.10000000000001,-1.9,Full democracy,NA,0,NA,NA,34087.254071661235,298.95439739413683,289.91435761589406,1557.3851351351352,7.5574324324324325,7.322129139072848,6903.3338013029315,60.54410749185668,58.71331456953642,315.4008513513514,1.5306385135135134,1.4829172185430464,1.1396917808219178,39.02508960573477,7.903376344086022,237.27,48.051793333333336,11.207736842105263,2.269815789473684,82.58689743589744,16.725410256410257,8224.142361111111,890063.1314878892,180.25517301038062,1.6655729166666666,8208.262411347518,1.662322695035461,0.039546099290780144,96.02624113475177,1800,NA,NA,NA,NA,0.04,NA,NA,NA,66.52074918566775,4937796,69.874,8.678,0.2,126.459,3.28,23,25.7,NA,2.96,82.3,0.955,91779,2237,18587.038,453.036,2375010,480.986,1800,NA,NA,0.04,NA,NA,91779,2237,18587.038,453.036,2375010,480.986,1800,NA,NA,0.04,NA,NA,210402,3948,42610.509,799.547,3304498,669.225,265237,175238,89999,5.37,3.55,1.82,72,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0.796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
Israel,2020,30.6,11.733,33132.32,78.4,91.7,75,94.39999999999999,75,55.9,-0.2,Flawed democracy,NA,0,NA,NA,131818.87619047618,1343.6888888888889,1315.2299483870968,1181.362369337979,11.585365853658537,10.50784193548387,15229.4208,155.2403111111111,151.9523870967742,136.48626480836236,1.3385400696864111,1.214041935483871,1.1721501706484643,168.37226277372264,19.45256204379562,753.2688524590164,87.02736065573771,262,30.269697674418605,612.9069767441861,70.81097674418605,26533.15506329114,2425416.3575949366,280.2154493670886,3.0654430379746835,26186.857605177993,3.0254498381877024,0.04384466019417476,50.99061488673139,340213.92307692306,340213.92307692306,NA,82694.16666666667,52524.166666666664,3.931538461538462,3.931538461538462,NA,6068.166666666667,66.19496835443037,8655541,402.606,7.359,0.5,93.32,6.74,15.4,35.4,NA,2.99,82.97,0.919,423262,3325,48900.698,384.147,8384477,968.683,992388,992388,NA,11.47,11.47,NA,423262,3325,48900.698,384.147,8384477,968.683,992388,992388,NA,11.47,11.47,NA,730293,5414,84372.889,625.495,12191249,1408.491,6599799,3988763,2611036,76.25,46.08,30.17,60,NA,NA,NA,NA,NA,NA,0.05,0.0489048,NA,NA,NA,NA,0.777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
Italy,2020,47.9,23.021,35220.084,77.4,95.8,64.3,72.2,75,79.4,2.2,Flawed democracy,NA,0,NA,NA,450299.8779761905,6271.327380952381,6227.629734138973,33595.05396825397,235.42539682539683,219.2775166163142,7447.67225,103.72374702380952,103.00102114803626,555.6407396825397,3.893761904761905,3.6267280966767372,1.1724358974358975,1309.679487179487,21.661266025641027,13232.89423076923,218.8636185897436,NA,NA,5151.536977777778,85.20311111111111,85512.16398713826,8792448.641025642,145.4215,1.4143440514469454,85815.75737704919,1.4193213114754097,0.0670360655737705,71.24918032786886,15265.6,15265.6,NA,7956.25,3016.75,0.022,0.022,NA,50,63.61398809523809,60461828,205.859,16.24,2,113.151,4.78,19.8,27.8,NA,3.18,83.51,0.892,2107166,74159,34851.179,1226.542,26598607,439.924,38838,38838,NA,0.06,0.06,NA,2107166,74159,34851.179,1226.542,26598607,439.924,38838,38838,NA,0.06,0.06,NA,2729223,93835,45139.604,1551.971,36168581,598.205,3044535,1756512,1288023,5.04,2.91,2.13,53,NA,NA,NA,NA,NA,NA,0.1,0.0234688,NA,NA,NA,NA,0.669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
Jamaica,2020,31.4,9.684,8193.571,71.3,87.5,71.39999999999999,50,62.5,85.3,1.7,Flawed democracy,NA,0,NA,NA,3885.3412162162163,43.33445945945946,43.73049828178694,82.21875,1.0486111111111112,1.0226357388316152,1312.1006216216217,14.634280405405406,14.768024054982817,27.765684027777777,0.35413541666666665,0.34523367697594504,1.0811538461538461,NA,NA,NA,NA,NA,NA,NA,NA,571.5315315315315,59504.28512396694,20.094880165289258,0.19304504504504505,497.7391304347826,0.16810144927536233,0.0821123188405797,35.928260869565214,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.90952702702702,2961161,266.879,6.39,NA,206.537,11.28,5.3,28.6,66.425,1.7,74.47,0.734,12827,302,4331.747,101.987,138342,46.719,NA,NA,NA,NA,NA,NA,12827,302,4331.747,101.987,138342,46.719,NA,NA,NA,NA,NA,NA,19305,378,6519.402,127.653,181161,61.179,NA,NA,NA,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,0.1,0.08556,NA,NA,NA,NA,0.775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
Japan,2020,48.2,27.049,39002.223,81.30000000000001,87.5,85.7,66.7,81.30000000000001,85.3,1.4,Full democracy,NA,0,NA,NA,53552.252173913046,685.4912790697674,662.7555634218289,1111.3405572755419,10.191950464396285,9.296672566371681,423.4167855072464,5.4199127906976745,5.240171091445427,8.78692879256966,0.08061300309597523,0.07351917404129793,1.134203821656051,NA,NA,NA,NA,NA,NA,NA,NA,13679.015243902439,1175928.399390244,9.297603658536586,0.10813414634146341,13529.462962962964,0.1069537037037037,0.05623148148148148,30.058024691358025,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.469565217391306,126476458,347.778,18.493,NA,79.37,5.72,11.2,33.7,NA,13.05,84.63,0.919,235811,3292,1864.466,26.029,4486717,35.475,NA,NA,NA,NA,NA,NA,235811,3292,1864.466,26.029,4486717,35.475,NA,NA,NA,NA,NA,NA,417127,7038,3298.06,55.647,7071403,55.911,NA,NA,NA,NA,NA,NA,74,NA,NA,NA,NA,NA,NA,0.05,0.0388608,NA,NA,NA,NA,0.626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
Jordan,2020,23.2,3.81,8337.49,36.2,26.7,39.300000000000004,38.9,43.8,32.400000000000006,-3.1,Authoritarian,NA,0,NA,NA,46351.71052631579,968.7302631578947,969.0898428093645,617.2321428571429,13.692857142857143,12.625916387959867,4542.886842105263,94.94426644736842,94.97952842809364,60.49427857142857,1.3419928571428572,1.2374214046822742,1.1366549295774648,NA,NA,NA,NA,NA,NA,NA,NA,21560.639344262294,2500150.564516129,245.0373548387097,2.1130655737704918,21397.909090909092,2.0972,0.16907272727272726,6.530909090909091,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.79253289473684,10203140,109.285,2.361,0.1,208.257,11.75,NA,NA,NA,1.4,74.53,0.729,294494,3834,28863.075,375.767,3175555,311.233,NA,NA,NA,NA,NA,NA,294494,3834,28863.075,375.767,3175555,311.233,NA,NA,NA,NA,NA,NA,349562,4473,34260.238,438.394,4178921,409.572,NA,NA,NA,NA,NA,NA,49,NA,NA,NA,NA,NA,NA,0.4,0.252645333333333,NA,NA,NA,NA,0.696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
Kazakhstan,2020,30.6,6.991,24055.588,31.400000000000002,5,32.1,50,37.5,32.400000000000006,2,Authoritarian,NA,0,NA,NA,87447.3299319728,684.3401360544218,687.6179100346021,1206.7686832740214,9.825622775800712,9.405820069204152,4657.223996598639,36.44624149659864,36.620778546712806,64.26948754448398,0.5233202846975089,0.5009653979238754,1.0829285714285715,NA,NA,NA,NA,NA,NA,NA,NA,19190.122377622378,2196425.5,116.97606206896552,1.022020979020979,19005.254355400695,1.012156794425087,0.037850174216027876,51.63170731707317,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.64367346938775,18776707,6.681,4.625,0.1,466.792,7.11,7,43.1,98.999,6.7,73.6,0.825,201196,2761,10715.191,147.044,5539512,295.02,NA,NA,NA,NA,NA,NA,201196,2761,10715.191,147.044,5539512,295.02,NA,NA,NA,NA,NA,NA,251959,3142,13418.7,167.335,6399596,340.826,NA,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,NA,0.3,0.109380266666667,NA,NA,NA,NA,0.772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
